t_saat,AN_SO2,AN_SF,AN_SA,AN_SNH4,AN_SNO3,AN_SPO4,AN_SALK,AN_SN2,AN_XI,AN_XS,AN_XH,AN_XPAO,AN_XPP,AN_XPHA,AN_XAUT,AN_XTSS,AN_XMeOH,AN_XMeP,AX_SO2,AX_SF,AX_SA,AX_SNH4,AX_SNO3,AX_SPO4,AX_SALK,AX_SN2,AX_XI,AX_XS,AX_XH,AX_XPAO,AX_XPP,AX_XPHA,AX_XAUT,AX_XTSS,AX_XMeOH,AX_XMeP,AE_SO2,AE_SF,AE_SA,AE_SNH4,AE_SNO3,AE_SPO4,AE_SALK,AE_SN2,AE_XI,AE_XS,AE_XH,AE_XPAO,AE_XPP,AE_XPHA,AE_XAUT,AE_XTSS,AE_XMeOH,AE_XMeP
975,0.0,2.647,8.427,19.924,0.003,19.32,6.329,25.201,1872.581,331.798,1528.969,1159.959,74.068,62.35,80.136,4595.058,11.115,161.644,0.0,1.219,0.785,15.18,0.448,6.669,6.005,31.608,1871.381,286.645,1546.327,1169.111,87.191,32.898,80.577,4606.601,16.307,153.79,3.84,0.948,0.05,11.137,4.717,0.284,5.441,31.952,1868.565,258.729,1558.316,1174.478,94.459,12.672,81.144,4608.516,21.419,146.17
976,0.0,1.872,6.601,19.941,0.002,22.159,6.303,25.223,1872.637,321.503,1529.3,1158.132,71.04,67.145,80.176,4579.683,9.539,163.74,0.0,1.145,0.717,13.875,0.367,7.139,5.909,32.179,1870.772,271.307,1548.826,1167.92,86.969,31.188,80.639,4593.987,16.272,153.68,4.193,0.896,0.033,8.409,5.808,0.275,5.188,32.212,1866.94,238.62,1564.066,1173.016,95.157,7.961,81.354,4594.684,23.26,143.323
977,0.0,1.964,6.357,18.883,0.003,22.619,6.19,25.402,1871.191,299.243,1531.318,1155.405,70.391,66.872,80.295,4558.94,9.437,163.67,0.0,1.049,0.539,12.158,0.601,6.833,5.789,32.862,1869.746,252.881,1552.284,1165.722,87.385,28.951,80.78,4580.35,16.461,153.181,4.258,0.85,0.029,6.551,6.351,0.377,5.024,32.824,1865.86,221.006,1567.107,1169.776,95.312,7.273,81.494,4580.299,23.641,142.544
978,0.0,1.602,4.577,19.627,0.003,22.919,6.057,25.653,1868.574,271.024,1532.244,1152.103,70.286,66.202,80.379,4533.037,8.993,164.145,0.0,0.997,0.512,11.232,0.498,6.456,5.68,33.554,1868.232,231.831,1553.986,1162.759,87.951,27.035,80.865,4562.697,16.816,152.476,4.527,0.809,0.023,4.935,6.754,0.34,4.862,33.423,1864.286,201.358,1569.749,1166.342,95.643,5.558,81.627,4563.226,24.491,141.089
979,0.0,1.626,4.686,21.02,0.003,22.39,5.954,25.935,1866.607,249.294,1533.148,1148.162,71.314,63.027,80.472,4513.789,9.41,163.486,0.0,0.915,0.419,11.095,0.685,6.088,5.545,34.052,1866.252,210.376,1554.98,1158.875,88.7,24.791,80.964,4543.286,17.304,151.596,4.603,0.761,0.022,4.367,6.869,0.418,4.733,34.018,1862.523,182.182,1569.882,1161.786,95.844,5.265,81.699,4543.716,24.826,140.395
980,0.0,1.488,4.343,20.917,0.002,24.373,5.847,26.184,1865.836,233.395,1530.693,1143.308,69.478,67.237,80.497,4491.692,8.254,165.007,0.0,0.909,0.48,11.113,0.457,6.121,5.453,34.851,1865.028,193.374,1553.711,1154.472,88.98,24.202,80.995,4524.883,17.451,151.24,4.922,0.712,0.017,3.579,7.598,0.421,4.522,34.567,1860.354,162.416,1570.179,1156.68,96.379,3.619,81.841,4523.034,26.091,138.358
981,0.0,1.614,5.233,20.644,0.002,26.788,5.684,26.455,1866.041,223.976,1527.793,1137.713,67.355,72.399,80.538,4473.492,7.777,165.564,0.0,0.84,0.395,10.455,0.657,6.575,5.304,35.551,1863.851,177.785,1551.726,1149.269,88.717,25.281,81.053,4505.633,17.077,151.559,5.006,0.668,0.016,2.938,8.018,0.521,4.354,35.255,1858.636,146.181,1567.944,1150.918,96.593,3.986,81.897,4502.974,26.367,137.72
982,0.0,2.034,7.479,21.653,0.002,28.591,5.622,26.78,1867.66,226.237,1526.083,1132.792,66.007,76.457,80.597,4468.545,7.556,165.765,0.0,0.839,0.422,10.408,0.69,6.96,5.204,36.013,1863.337,169.673,1549.28,1144.432,88.568,26.532,81.104,4492.907,16.725,151.895,4.999,0.646,0.018,2.974,7.713,0.494,4.29,35.865,1857.78,137.117,1563.537,1146.419,96.772,4.547,81.886,4488.508,25.771,138.403
983,0.0,1.41,4.988,23.642,0.001,36.303,5.72,26.998,1870.047,227.07,1516.934,1126.848,58.018,96.236,80.48,4444.424,4.66,169.752,0.0,0.91,0.771,10.992,0.162,8.817,5.177,37.081,1864.28,165.148,1542.473,1139.399,86.548,32.158,80.996,4476.964,14.792,154.475,5.672,0.61,0.012,1.445,9.196,0.472,3.992,36.431,1855.825,122.669,1562.398,1140.956,97.507,2.32,82.02,4470.218,27.794,135.178
984,0.0,1.568,5.417,25.498,0.001,42.032,5.662,27.198,1871.174,221.669,1507.102,1119.937,52.41,109.818,80.311,4415.986,4.331,170.032,0.0,0.843,0.514,11.33,0.372,11.378,5.102,37.846,1864.412,156.979,1534.934,1133.072,83.597,39.857,80.85,4454.083,12.527,157.412,5.685,0.574,0.014,1.219,9.683,0.694,3.874,37.082,1854.208,110.884,1557.632,1134.098,97.454,3.902,81.814,4449.849,27.9,134.626
985,0.0,2.835,12.829,28.556,0.002,38.276,5.616,27.929,1871.847,225.855,1506.473,1115.968,56.783,101.271,80.171,4423.534,5.724,167.813,0.0,0.956,0.935,13.413,0.22,13.003,5.131,37.72,1863.585,156.804,1528.8,1127.225,82.213,44.282,80.634,4440.239,12.539,157.1,0.227,0.584,0.062,5.859,3.825,1.109,4.55,39.739,1856.027,122.469,1542.144,1131.39,96.204,10.723,81.028,4444.732,23.313,141.072
986,0.0,2.537,14.658,30.472,0.002,35.224,5.88,28.815,1872.606,238.686,1500.752,1113.97,59.698,98.734,79.72,4434.398,5.687,167.98,0.0,0.972,2.624,18.575,0.008,19.381,5.367,36.242,1864.919,173.395,1512.995,1121.148,75.418,62.606,80.098,4423.924,9.141,161.869,0.156,0.82,0.297,11.968,0.283,3.635,5.104,39.919,1858.399,141.577,1525.073,1128.209,92.537,25.119,80.317,4441.353,17.144,149.826
987,0.0,4.481,22.182,35.697,0.003,33.832,6.145,28.448,1875.378,265.368,1487.374,1110.334,59.178,105.498,79.095,4443.509,4.877,169.31,0.0,1.147,4.195,24.133,0.003,24.293,5.683,34.322,1866.872,196.592,1495.51,1116.148,69.47,82.085,79.437,4415.906,5.969,166.517,0.124,1.028,0.559,18.692,0.111,11.162,5.462,37.095,1861.13,167.032,1504.245,1121.687,83.101,52.9,79.589,4427.013,8.89,161.677
988,0.0,6.196,34.307,42.033,0.002,37.409,6.385,27.294,1882.084,310.824,1470.565,1104.905,51.88,128.713,78.383,4452.883,3.639,171.101,0.0,1.34,7.024,31.489,0.002,32.087,5.986,32.22,1871.327,230.93,1477.854,1110.344,59.762,111.123,78.712,4410.405,3.766,169.826,0.109,1.208,0.805,26.237,0.081,19.947,5.789,34.516,1864.979,198.12,1486.167,1115.343,72.616,83.58,78.842,4417.008,4.874,167.602
989,0.0,5.197,37.038,44.063,0.002,42.939,6.508,26.243,1886.402,339.805,1453.66,1098.854,41.13,159.94,77.663,4440.95,2.901,172.226,0.0,1.36,8.141,36.691,0.001,40.606,6.208,30.564,1875.996,262.398,1461.0,1104.237,48.357,144.024,77.986,4399.624,2.743,171.383,0.102,1.326,0.928,32.35,0.07,28.527,6.032,32.64,1869.218,228.212,1470.164,1109.353,61.829,115.226,78.107,4407.186,3.369,169.844
990,0.0,6.478,37.328,46.461,0.003,44.245,6.645,25.241,1889.014,361.069,1438.328,1092.832,32.802,185.514,76.919,4427.613,2.748,172.58,0.0,1.569,10.162,40.635,0.001,45.995,6.366,29.003,1879.789,289.99,1445.508,1098.076,38.316,173.784,77.237,4388.735,2.357,172.081,0.092,1.503,1.298,37.356,0.054,37.656,6.224,30.763,1873.959,259.159,1453.875,1102.409,48.93,151.242,77.349,4392.825,2.6,171.132
991,0.0,8.319,43.183,46.664,0.003,39.658,6.662,24.382,1894.602,385.035,1435.832,1095.588,34.87,193.328,76.767,4461.389,3.145,172.331,0.0,1.984,5.087,40.194,0.135,34.861,6.46,29.546,1884.567,307.093,1451.633,1103.521,44.515,173.802,77.182,4435.546,2.988,171.453,3.042,1.132,0.233,34.894,3.754,19.34,6.125,29.872,1878.658,267.597,1463.352,1113.751,62.002,139.473,77.743,4456.703,3.773,169.733
992,0.0,7.933,42.88,43.056,0.003,32.53,6.587,24.332,1900.092,406.0,1442.841,1103.78,43.809,188.454,76.913,4520.725,4.233,170.975,0.0,2.065,4.506,37.797,0.182,22.642,6.472,30.208,1890.023,323.795,1461.16,1112.502,55.056,165.598,77.343,4497.647,4.709,169.291,2.997,1.151,0.226,33.084,4.135,6.791,6.132,30.454,1884.096,282.91,1472.293,1122.356,71.849,132.19,77.894,4514.804,6.494,166.189
993,0.0,6.788,34.231,41.63,0.003,27.259,6.54,24.525,1902.549,409.193,1451.804,1112.281,52.107,182.434,77.054,4563.363,6.078,168.499,0.0,1.938,3.358,35.488,0.202,14.656,6.417,30.516,1894.628,337.262,1469.846,1121.129,63.918,157.657,77.48,4549.728,7.754,165.207,3.109,1.151,0.185,30.76,4.096,0.581,6.039,30.857,1889.338,298.736,1481.311,1130.745,78.421,125.578,78.021,4561.921,11.308,159.651
994,0.001,3.891,19.317,37.855,0.003,23.356,6.807,24.659,1900.69,389.557,1460.961,1120.806,57.486,172.046,77.181,4573.708,8.102,165.774,0.0,1.633,1.884,33.421,0.278,10.805,6.408,30.547,1896.598,336.416,1477.725,1129.807,69.312,146.052,77.602,4574.991,10.769,161.145,3.18,1.122,0.135,29.208,3.92,0.32,5.939,30.985,1892.749,305.148,1488.862,1138.577,80.164,118.403,78.108,4583.308,14.85,154.882
995,0.0,4.521,17.831,33.701,0.003,22.847,6.808,24.688,1902.221,385.243,1466.661,1128.107,58.746,163.298,77.254,4581.903,8.924,164.647,0.0,1.565,1.624,30.118,0.256,9.377,6.441,30.69,1897.482,328.702,1483.588,1137.628,71.855,133.388,77.679,4582.132,12.847,158.328,3.389,1.107,0.105,26.014,4.27,0.172,5.883,31.026,1893.506,296.66,1496.129,1147.162,81.672,103.895,78.235,4586.914,17.898,150.694
996,0.0,3.853,18.547,31.203,0.003,23.978,6.604,24.788,1905.267,389.223,1472.006,1135.539,57.625,156.045,77.35,4590.605,8.882,164.509,0.0,1.52,1.537,26.888,0.288,9.669,6.319,31.11,1899.352,324.364,1490.091,1145.59,72.041,122.663,77.787,4587.252,13.464,157.403,3.417,1.083,0.098,22.474,4.615,0.177,5.756,31.372,1894.714,288.653,1503.094,1155.504,82.464,90.868,78.369,4589.796,19.443,148.492
997,0.0,2.409,10.244,27.485,0.002,24.747,6.536,24.954,1903.461,362.526,1476.09,1142.346,56.447,148.214,77.432,4570.716,8.421,165.085,0.0,1.337,1.052,23.763,0.294,9.179,6.193,31.643,1900.163,312.903,1495.04,1153.205,72.637,110.468,77.88,4585.017,13.777,156.844,3.608,1.057,0.067,18.889,5.179,0.123,5.545,31.824,1895.578,277.793,1510.201,1164.107,82.957,75.998,78.532,4588.572,20.735,146.517
998,0.0,3.51,11.56,25.314,0.004,20.182,6.399,25.176,1903.522,353.36,1484.224,1151.534,61.738,121.943,77.596,4579.809,10.717,161.65,0.0,1.352,0.99,20.298,0.468,7.105,6.074,31.686,1899.557,297.519,1501.524,1161.95,75.193,90.944,78.03,4582.566,15.564,154.219,3.466,1.034,0.08,16.259,4.47,0.168,5.535,32.11,1896.097,268.308,1512.877,1170.235,82.991,65.694,78.543,4583.729,20.634,146.641
999,0.0,1.989,6.414,25.168,0.003,20.619,6.369,25.216,1901.72,331.821,1487.165,1157.425,61.54,111.318,77.624,4563.409,10.272,162.241,0.0,1.248,0.9,19.13,0.28,7.199,6.001,31.723,1899.967,289.551,1504.432,1167.735,75.507,78.825,78.055,4578.198,16.065,153.429,3.783,1.03,0.056,13.899,4.739,0.101,5.384,32.067,1896.16,258.524,1518.481,1177.307,83.656,49.709,78.656,4579.683,22.306,144.146
1000,0.0,2.114,6.453,22.262,0.003,21.964,6.202,25.301,1900.363,306.991,1487.829,1161.682,60.182,101.668,77.66,4538.208,9.578,163.091,0.0,1.169,0.756,17.017,0.345,6.878,5.85,32.384,1898.621,265.675,1507.218,1173.209,76.094,64.253,78.118,4559.579,16.545,152.604,3.989,0.975,0.042,11.286,5.708,0.097,5.117,32.471,1894.597,235.068,1523.406,1183.324,84.224,32.606,78.813,4561.525,24.088,141.409
1001,0.0,1.82,5.913,21.106,0.002,24.761,6.071,25.494,1900.432,291.693,1488.136,1164.9,57.287,96.496,77.712,4517.891,8.493,164.514,0.0,1.105,0.688,14.589,0.351,7.174,5.687,33.227,1897.943,245.845,1509.438,1177.267,75.919,52.699,78.188,4542.215,16.575,152.374,4.251,0.908,0.032,8.343,6.576,0.106,4.847,33.109,1893.035,211.893,1527.132,1187.009,84.682,18.979,78.97,4542.245,25.508,139.151
1002,0.0,1.804,5.391,22.15,0.002,26.404,5.966,25.769,1899.847,273.651,1488.261,1166.495,55.823,90.106,77.785,4496.986,7.904,165.12,0.0,1.027,0.569,13.237,0.437,7.142,5.542,34.117,1897.106,226.409,1511.083,1179.407,76.108,43.021,78.279,4525.101,16.563,152.185,4.48,0.833,0.025,6.104,7.283,0.149,4.618,33.863,1891.73,191.5,1529.094,1187.307,84.987,11.096,79.11,4523.828,26.263,137.836
1003,0.0,1.526,4.357,22.122,0.002,26.691,5.802,26.096,1898.147,250.815,1488.043,1166.126,55.713,83.675,77.866,4473.774,7.658,165.225,0.0,0.953,0.487,12.421,0.488,6.811,5.405,34.954,1896.032,207.502,1511.718,1179.169,76.725,35.831,78.37,4507.896,16.771,151.64,4.712,0.772,0.02,4.784,7.749,0.199,4.438,34.638,1890.494,173.465,1529.535,1184.923,85.288,7.213,79.226,4505.925,26.708,136.945
1004,0.0,1.714,5.499,22.915,0.002,25.928,5.641,26.465,1897.672,237.713,1488.605,1164.401,56.912,76.801,77.977,4461.991,8.236,164.245,0.0,0.887,0.415,11.859,0.671,6.271,5.25,35.493,1894.658,190.28,1511.786,1177.027,77.679,30.251,78.479,4491.429,17.396,150.533,4.787,0.726,0.019,4.378,7.638,0.267,4.335,35.34,1889.438,158.953,1527.552,1181.026,85.47,6.116,79.278,4488.798,26.512,137.006
1005,0.0,1.534,4.78,25.248,0.002,26.258,5.59,26.794,1897.066,225.636,1487.373,1161.341,56.744,75.354,78.054,4447.178,7.901,164.487,0.0,0.861,0.411,12.511,0.595,6.214,5.156,36.021,1894.05,179.058,1510.194,1173.685,78.061,27.874,78.55,4477.76,17.46,150.242,4.922,0.689,0.017,4.362,7.723,0.305,4.211,35.881,1888.458,147.141,1525.331,1176.769,85.784,4.878,79.368,4473.453,26.654,136.59
1006,0.0,1.801,6.311,26.586,0.002,27.354,5.558,27.075,1897.211,219.403,1484.798,1157.217,56.09,76.136,78.133,4434.979,7.791,164.562,0.0,0.833,0.397,13.291,0.685,6.287,5.067,36.515,1893.248,168.316,1507.646,1169.5,78.28,26.845,78.636,4463.022,17.419,150.095,4.957,0.656,0.017,4.711,7.996,0.366,4.081,36.392,1887.483,136.772,1522.185,1171.886,86.032,4.534,79.477,4458.174,26.679,136.328
1007,0.0,1.845,7.016,28.51,0.002,30.897,5.609,27.327,1898.963,222.012,1480.529,1152.465,52.865,83.929,78.203,4424.913,6.718,166.097,0.0,0.833,0.423,14.022,0.591,6.867,5.027,37.228,1893.368,163.054,1504.211,1165.147,77.927,28.06,78.716,4451.955,16.775,150.878,5.058,0.629,0.015,4.782,8.584,0.392,3.93,36.934,1886.612,128.246,1518.958,1167.081,86.378,4.03,79.636,4444.55,26.884,135.817
1008,0.0,2.177,9.021,31.129,0.002,32.663,5.634,27.612,1900.639,227.17,1477.227,1147.953,51.549,87.608,78.334,4421.051,6.66,166.13,0.0,0.821,0.402,15.14,0.832,7.595,4.993,37.707,1893.638,160.709,1500.796,1160.767,77.391,30.116,78.856,4443.19,16.024,151.809,4.927,0.619,0.017,5.593,8.666,0.44,3.888,37.539,1886.653,125.011,1514.277,1162.888,86.466,5.109,79.746,4435.427,25.981,136.954
1009,0.0,2.882,13.375,32.358,0.002,30.379,5.65,27.921,1901.627,231.894,1477.197,1145.523,54.628,81.694,78.557,4429.288,7.663,164.698,0.0,0.896,0.512,17.177,1.038,8.115,5.013,37.534,1894.46,165.554,1498.317,1157.396,77.218,31.609,79.053,4442.889,15.453,152.581,4.583,0.649,0.027,8.478,7.559,0.485,4.071,37.834,1888.393,131.943,1508.666,1160.722,86.294,7.645,79.786,4436.996,23.544,140.452
1010,0.0,3.029,15.615,33.357,0.002,30.366,5.698,28.046,1903.787,241.014,1475.532,1144.086,55.492,81.426,78.718,4437.887,7.394,165.121,0.0,0.967,0.64,19.249,0.701,8.557,5.103,37.453,1896.139,173.05,1495.926,1155.456,77.216,32.969,79.198,4447.221,14.609,153.836,4.515,0.675,0.03,10.924,7.011,0.419,4.196,37.781,1890.094,139.003,1505.963,1159.571,86.623,8.043,79.929,4442.104,22.33,142.241
1011,0.0,3.334,17.506,37.16,0.002,29.752,5.695,28.06,1905.64,248.045,1474.39,1143.07,56.669,80.269,78.901,4445.97,7.601,165.005,0.0,1.035,0.745,21.701,0.719,9.27,5.144,37.196,1898.097,181.182,1494.258,1153.954,77.014,34.872,79.378,4452.978,13.89,154.945,4.327,0.703,0.039,13.346,6.597,0.53,4.307,37.657,1892.239,147.266,1503.911,1158.457,86.878,9.673,80.074,4449.62,21.053,144.147
1012,0.0,3.572,22.44,38.45,0.002,32.13,5.788,28.014,1911.064,273.673,1472.071,1141.897,54.554,87.16,79.038,4464.08,6.665,166.477,0.0,1.102,0.923,24.245,0.463,10.055,5.202,37.32,1900.834,191.136,1492.956,1152.917,76.544,37.664,79.521,4461.137,13.104,156.191,4.399,0.719,0.037,15.363,6.924,0.406,4.291,37.581,1893.985,152.088,1503.954,1158.061,87.544,8.933,80.306,4456.22,21.056,144.22
1013,0.0,6.764,31.002,39.663,0.003,30.242,5.9,28.007,1915.889,297.85,1474.2,1142.217,57.359,82.785,79.291,4494.439,7.571,165.316,0.0,1.434,1.494,25.765,0.566,11.403,5.289,37.055,1905.05,211.337,1494.979,1152.412,75.656,42.044,79.766,4481.172,12.504,157.17,3.95,0.801,0.077,18.159,6.027,0.866,4.508,37.55,1898.389,170.754,1503.603,1157.841,87.157,14.419,80.406,4476.227,18.927,147.44
1014,0.0,5.938,34.281,40.006,0.003,26.824,6.126,27.827,1918.745,311.282,1478.875,1144.177,61.341,78.625,79.479,4523.147,8.096,164.776,0.0,1.578,2.201,28.686,0.332,11.905,5.518,36.119,1909.732,234.755,1498.022,1153.172,75.683,46.95,79.926,4509.424,11.815,158.44,3.697,0.894,0.111,21.901,4.896,0.822,4.849,36.876,1903.995,197.104,1506.822,1159.569,87.497,19.584,80.499,4510.0,17.184,150.254
1015,0.0,8.221,34.849,39.879,0.003,24.275,6.31,27.382,1923.333,333.472,1484.614,1146.825,64.599,76.702,79.63,4560.224,8.803,164.008,0.0,1.854,2.877,30.232,0.276,11.701,5.769,34.956,1914.488,257.564,1502.438,1155.194,76.52,50.569,80.064,4541.195,11.821,158.738,3.454,0.986,0.155,24.494,4.2,0.954,5.193,35.789,1909.277,221.487,1511.07,1161.682,87.821,24.853,80.58,4542.977,16.319,151.843
1016,0.0,4.347,29.476,39.401,0.002,27.085,6.468,26.938,1927.147,349.56,1487.317,1148.584,61.875,87.774,79.702,4577.69,7.626,165.8,0.0,1.501,2.024,30.943,0.228,12.332,5.929,34.418,1918.914,274.148,1505.997,1157.472,76.292,55.445,80.149,4564.88,11.335,159.633,3.655,0.951,0.09,24.707,4.891,0.367,5.261,35.025,1913.117,234.234,1517.911,1165.557,89.188,23.692,80.791,4568.696,17.403,150.486
1017,0.0,7.235,27.808,36.071,0.003,25.965,6.461,26.707,1930.886,363.41,1493.162,1152.051,63.629,84.837,79.888,4603.235,8.353,164.978,0.0,1.702,1.945,29.415,0.366,11.172,6.004,34.223,1922.261,284.259,1512.098,1161.359,78.023,52.685,80.341,4587.898,12.067,158.728,3.46,0.985,0.11,24.361,4.782,0.611,5.39,34.777,1916.9,245.75,1522.285,1168.337,89.352,25.199,80.91,4588.347,17.298,150.789
1018,0.0,4.83,23.308,34.239,0.003,23.877,6.56,26.458,1931.736,362.373,1500.257,1155.654,66.426,81.225,80.027,4619.666,8.968,164.316,0.0,1.595,1.848,27.994,0.31,10.64,6.099,33.511,1925.859,298.016,1517.963,1164.41,79.249,52.738,80.464,4613.168,12.436,158.488,3.412,1.011,0.108,23.359,4.313,0.513,5.545,34.182,1921.287,263.048,1528.354,1171.369,90.033,26.742,81.004,4616.309,17.3,151.085
1019,0.0,4.701,20.222,32.606,0.003,22.982,6.647,26.145,1933.196,364.89,1505.966,1158.76,68.144,78.462,80.137,4634.58,9.452,163.841,0.0,1.536,1.576,26.75,0.337,9.579,6.204,32.937,1927.726,301.362,1523.234,1167.633,81.128,49.431,80.574,4628.796,13.219,157.598,3.449,1.009,0.095,22.194,4.298,0.413,5.643,33.545,1923.616,268.403,1533.867,1174.377,90.914,24.822,81.112,4631.465,18.016,150.304
1020,0.0,2.61,11.078,28.647,0.003,22.376,6.665,25.893,1931.123,346.866,1510.393,1161.165,68.747,76.633,80.233,4626.55,9.411,163.838,0.0,1.307,0.99,24.482,0.387,8.733,6.237,32.626,1928.624,298.251,1527.802,1170.394,82.567,45.59,80.677,4636.072,13.752,156.967,3.579,0.977,0.063,20.187,4.603,0.304,5.648,33.143,1925.006,267.689,1539.634,1177.137,91.816,21.143,81.253,4640.226,18.991,149.074
1021,0.0,2.76,8.301,25.941,0.004,19.705,6.582,25.734,1928.846,327.911,1514.718,1163.112,71.776,66.479,80.353,4619.415,10.566,162.028,0.0,1.209,0.747,21.499,0.502,6.839,6.195,32.451,1927.291,282.941,1531.999,1172.582,85.065,36.702,80.8,4631.451,15.384,154.604,3.719,0.949,0.051,17.426,4.801,0.264,5.603,32.902,1924.351,255.956,1543.634,1178.425,92.478,15.8,81.372,4634.189,20.301,147.223
1022,0.0,2.649,9.002,23.132,0.003,19.214,6.481,25.614,1928.055,316.805,1518.532,1163.569,72.681,61.299,80.467,4613.842,11.299,160.885,0.0,1.184,0.742,19.04,0.521,6.467,6.124,32.289,1926.368,271.532,1535.85,1172.804,86.001,31.425,80.913,4625.271,16.545,152.888,3.835,0.921,0.049,15.014,4.865,0.306,5.538,32.695,1923.377,244.518,1547.161,1177.836,93.048,11.925,81.486,4626.558,21.567,145.373
1023,0.0,1.96,5.932,21.35,0.003,19.63,6.367,25.546,1925.827,297.281,1520.503,1162.137,72.633,59.388,80.562,4596.718,10.926,161.181,0.0,1.084,0.591,16.587,0.526,6.261,6.03,32.385,1925.131,257.009,1538.537,1171.568,86.616,28.189,81.018,4614.574,16.981,152.132,4.04,0.88,0.036,12.182,5.326,0.309,5.394,32.659,1922.049,230.125,1550.904,1176.086,93.591,8.851,81.647,4616.011,22.683,143.653
1024,0.0,1.927,5.926,19.252,0.003,20.27,6.264,25.584,1924.665,282.553,1521.073,1159.155,72.049,59.203,80.663,4580.782,10.522,161.643,0.0,1.025,0.529,14.402,0.568,5.914,5.9,32.853,1923.584,239.353,1540.575,1169.026,87.4,25.07,81.136,4600.07,17.517,151.183,4.276,0.833,0.028,9.484,6.093,0.347,5.175,32.925,1920.105,211.144,1554.075,1172.693,94.165,6.214,81.843,4599.82,23.908,141.684
1025,0.0,1.646,4.657,17.455,0.003,21.405,6.15,25.733,1923.226,266.574,1521.086,1154.982,70.94,61.056,80.777,4561.72,9.843,162.436,0.0,0.954,0.445,12.022,0.633,5.824,5.772,33.505,1922.274,223.012,1541.963,1165.308,87.715,23.962,81.266,4584.939,17.726,150.707,4.471,0.787,0.022,6.769,6.778,0.393,4.966,33.43,1918.315,193.215,1556.222,1168.194,94.561,5.071,82.028,4583.053,24.838,140.133
1026,0.0,1.483,3.951,19.071,0.003,21.602,5.971,25.957,1920.827,245.567,1519.97,1150.041,70.626,61.388,80.869,4538.024,9.436,162.886,0.0,0.901,0.406,10.715,0.63,5.478,5.624,34.263,1920.549,205.044,1542.137,1160.854,88.332,22.519,81.371,4567.169,18.108,149.958,4.731,0.744,0.018,4.488,7.381,0.415,4.756,34.047,1916.3,175.013,1557.327,1163.007,94.973,4.021,82.182,4564.384,25.818,138.483
1027,0.0,1.432,4.204,21.212,0.002,22.462,5.827,26.229,1918.927,227.745,1518.385,1144.54,69.957,62.895,80.943,4515.733,9.261,163.131,0.0,0.848,0.371,10.71,0.698,5.332,5.464,34.933,1918.58,187.332,1541.281,1155.642,88.689,21.848,81.452,4547.428,18.538,149.186,4.901,0.701,0.016,3.524,7.679,0.456,4.574,34.706,1914.164,157.911,1556.516,1157.208,95.253,3.664,82.264,4544.219,26.579,137.169
1028,0.0,1.595,5.018,21.81,0.002,25.813,5.752,26.502,1919.516,223.473,1514.477,1138.498,66.643,71.074,80.957,4498.637,7.856,164.941,0.0,0.85,0.427,10.795,0.526,5.772,5.353,35.794,1917.397,174.28,1538.669,1150.16,88.416,23.016,81.473,4529.242,18.3,149.36,5.154,0.658,0.015,2.782,8.296,0.49,4.356,35.364,1911.874,141.582,1555.01,1151.126,95.62,3.01,82.36,4523.633,27.589,135.49
1029,0.0,1.309,3.949,22.925,0.001,32.047,5.739,26.735,1920.506,218.538,1506.021,1131.495,60.101,86.978,80.859,4470.874,5.546,168.037,0.0,0.88,0.587,10.806,0.27,7.336,5.264,36.922,1917.275,164.891,1532.917,1144.088,86.613,28.041,81.394,4509.041,16.662,151.452,5.661,0.615,0.012,1.412,9.587,0.583,4.068,36.081,1909.259,124.388,1553.694,1144.094,96.038,2.236,82.432,4501.152,29.206,132.812
1030,0.0,1.845,6.726,24.147,0.002,31.186,5.72,27.127,1919.122,210.859,1505.158,1125.675,61.83,83.648,80.901,4460.795,7.176,165.517,0.0,0.764,0.335,10.905,1.028,7.792,5.162,36.97,1915.33,154.767,1529.849,1137.961,86.208,30.046,81.428,4491.539,16.191,151.824,5.031,0.601,0.017,2.69,8.379,0.563,4.169,36.866,1909.054,121.304,1545.021,1139.531,95.545,5.649,82.204,4488.015,26.453,136.557
1031,0.0,1.39,4.676,25.908,0.001,32.589,5.775,27.458,1918.4,206.486,1500.119,1121.274,60.557,87.687,80.869,4447.233,5.736,167.43,0.0,0.809,0.467,11.904,0.376,7.154,5.207,37.789,1914.814,151.162,1524.613,1134.417,87.094,29.068,81.382,4482.782,15.824,152.194,5.357,0.588,0.012,2.565,8.814,0.338,4.054,37.346,1907.849,115.692,1539.912,1136.482,96.075,3.413,82.309,4475.692,26.748,135.928
1032,0.0,1.898,6.617,28.675,0.002,33.164,5.651,27.752,1917.756,201.539,1494.662,1116.589,60.499,88.047,80.887,4433.578,6.35,166.438,0.0,0.746,0.337,12.659,0.873,7.882,5.104,38.113,1913.654,145.221,1518.813,1129.637,86.575,30.485,81.419,4467.07,15.51,152.436,5.125,0.57,0.015,3.099,8.905,0.519,3.998,37.95,1906.925,111.489,1533.178,1131.499,96.019,4.911,82.303,4462.062,26.148,136.576
