t_saat,KOI_giris,NH4_giris,PO4_giris,DO,KOI_cikis,NH4_cikis,PO4_cikis,SO2,SF,SA,SNH4,SNO3,SPO4,SALK,SN2,XI,XS,XH,XPAO,XPP,XPHA,XAUT,XTSS,XMeOH,XMeP
1502,209.753,19.861,4.495,4.077,92.078,14.088,0.218,4.077,0.927,0.033,14.088,5.869,0.218,5.423,32.31,1902.227,249.116,1541.571,1185.599,92.149,10.511,79.307,4610.249,22.148,144.801
1503,249.196,26.096,4.755,4.153,95.869,11.125,0.316,4.153,0.872,0.029,11.125,6.273,0.316,5.227,32.901,1901.148,228.743,1544.774,1183.084,92.496,8.224,79.475,4594.15,22.981,143.444
1504,227.406,27.053,4.22,4.21,88.574,9.558,0.366,4.21,0.844,0.031,9.558,5.801,0.366,5.168,33.215,1900.314,214.654,1545.988,1179.698,92.788,7.209,79.561,4581.182,23.301,142.887
1505,197.364,27.618,6.192,4.441,87.52,8.082,0.367,4.441,0.803,0.025,8.082,6.115,0.367,4.977,33.404,1898.831,197.825,1548.17,1175.586,93.281,5.405,79.728,4565.754,24.398,141.177
1506,260.242,20.195,5.326,4.471,91.84,7.054,0.475,4.471,0.766,0.026,7.054,6.218,0.475,4.857,33.68,1897.399,182.558,1548.139,1170.584,93.561,5.303,79.847,4549.417,24.6,140.74
1507,268.951,22.125,5.314,4.749,96.03,5.181,0.436,4.749,0.73,0.02,5.181,6.78,0.436,4.676,33.994,1895.904,167.871,1548.725,1165.636,94.09,4.179,80.017,4533.993,25.414,139.377
1508,202.482,35.852,6.802,4.959,91.931,3.398,0.484,4.959,0.691,0.017,3.398,7.466,0.484,4.482,34.559,1894.435,152.796,1548.143,1160.13,94.408,3.965,80.142,4516.608,26.022,138.26
1509,324.947,45.493,6.082,5.172,102.551,2.659,0.489,5.172,0.653,0.016,2.659,7.849,0.489,4.34,35.183,1892.842,138.436,1545.872,1154.592,94.785,3.529,80.191,4498.153,26.58,137.238
1510,371.345,35.404,7.208,5.047,103.207,3.23,0.521,5.047,0.629,0.017,3.23,7.747,0.521,4.262,35.784,1892.049,130.174,1541.08,1149.59,94.876,4.491,80.193,4483.493,26.004,137.888
1511,424.756,45.887,7.26,5.02,122.037,3.741,0.463,5.02,0.621,0.018,3.741,7.806,0.463,4.176,36.269,1891.847,126.64,1536.295,1145.761,95.088,4.763,80.263,4473.937,25.42,138.558
1512,394.71,47.693,7.605,4.72,109.019,5.277,0.535,4.72,0.632,0.024,5.277,7.292,0.535,4.22,36.63,1892.835,129.312,1530.669,1142.896,94.957,6.891,80.298,4470.582,23.674,140.963
1513,530.123,52.54,8.428,0.182,118.433,12.019,1.838,0.182,0.74,0.168,12.019,1.124,1.838,5.045,38.462,1894.772,147.185,1519.078,1139.348,93.374,14.928,79.49,4472.252,20.357,145.737
1514,430.889,61.318,8.191,0.13,112.791,18.981,7.625,0.13,1.02,0.499,18.981,0.124,7.625,5.507,36.553,1897.267,172.099,1501.15,1133.398,86.024,38.131,78.778,4464.214,12.43,157.016
1515,505.204,52.058,7.097,0.121,120.092,25.0,12.759,0.121,1.091,0.551,25.0,0.104,12.759,5.783,34.866,1898.858,189.293,1483.937,1128.235,79.472,59.872,78.102,4451.632,7.158,164.483
1516,524.975,55.769,7.971,0.109,127.947,30.821,20.726,0.109,1.236,0.767,30.821,0.08,20.726,5.996,33.056,1901.83,212.42,1466.198,1122.143,70.034,87.901,77.399,4436.645,4.616,168.214
1517,543.515,54.313,7.299,0.095,125.966,36.936,30.709,0.095,1.46,1.199,36.936,0.058,30.709,6.189,30.809,1906.693,247.981,1449.182,1114.718,57.001,124.207,76.629,4424.857,3.203,170.525
1518,518.477,48.716,7.646,0.086,114.301,41.781,39.266,0.086,1.655,1.622,41.781,0.045,39.266,6.323,28.8,1911.992,287.882,1434.024,1106.802,43.152,162.341,75.829,4416.057,2.53,171.834
1519,515.995,51.772,7.385,2.955,118.196,38.159,20.128,2.955,1.236,0.286,38.159,3.388,20.128,6.171,28.247,1916.914,301.36,1445.721,1117.787,56.073,151.024,76.174,4485.404,3.714,170.528
1520,501.773,48.374,7.019,2.911,117.479,36.3,7.212,2.911,1.249,0.268,36.3,3.566,7.212,6.161,28.876,1922.099,319.974,1455.619,1125.877,65.905,143.849,76.279,4546.269,6.414,167.107
1521,539.035,40.82,7.785,2.927,120.341,34.434,0.938,2.927,1.298,0.279,34.434,3.354,0.938,6.129,29.21,1927.699,341.842,1465.92,1133.47,72.574,139.274,76.351,4600.314,10.984,161.017
1522,374.451,41.532,5.693,3.277,105.094,30.955,0.228,3.277,1.203,0.141,30.955,4.158,0.228,5.877,29.543,1931.508,349.808,1477.645,1142.749,74.952,129.053,76.529,4628.097,15.401,154.937
1523,385.11,28.778,5.846,3.114,106.466,28.344,0.314,3.114,1.206,0.155,28.344,3.845,0.314,5.87,30.065,1933.951,350.113,1485.062,1150.201,75.799,121.616,76.586,4641.37,16.822,153.023
1524,296.524,28.171,4.666,3.209,99.833,24.421,0.217,3.209,1.2,0.137,24.421,3.566,0.217,5.889,30.049,1935.668,350.241,1493.529,1157.661,76.835,112.167,76.637,4654.366,18.374,151.027
1525,268.776,22.5,4.919,3.347,95.845,20.448,0.157,3.347,1.167,0.103,20.448,3.812,0.157,5.786,30.073,1935.51,338.364,1501.371,1165.467,77.624,98.556,76.716,4653.309,19.997,148.837
1526,200.126,26.566,4.189,3.55,91.175,16.463,0.112,3.55,1.139,0.076,16.463,4.311,0.112,5.637,30.316,1934.163,318.266,1509.003,1173.481,78.333,81.408,76.822,4642.614,21.748,146.295
1527,195.266,23.62,4.449,3.662,93.586,13.51,0.103,3.662,1.096,0.064,13.51,4.598,0.103,5.507,30.735,1932.056,293.162,1514.932,1180.598,78.805,64.347,76.902,4624.646,23.039,144.343
1528,277.475,27.974,3.643,3.79,104.34,11.145,0.101,3.79,1.053,0.059,11.145,4.71,0.101,5.386,31.119,1929.833,269.07,1519.613,1186.74,79.201,48.133,76.964,4605.686,24.108,142.705
1529,206.264,30.013,3.681,4.145,95.221,8.584,0.08,4.145,1.012,0.04,8.584,5.717,0.08,5.094,31.619,1927.618,243.211,1525.8,1192.76,79.658,30.3,77.12,4585.528,25.907,139.902
1530,237.45,30.449,5.602,4.187,94.64,7.181,0.122,4.187,0.919,0.035,7.181,6.127,0.122,4.915,32.338,1925.867,220.799,1528.119,1195.265,79.68,19.797,77.199,4565.296,26.022,139.492
1531,180.991,32.46,5.112,4.465,86.969,6.259,0.134,4.465,0.862,0.028,6.259,6.367,0.134,4.772,32.974,1923.878,200.493,1529.908,1195.625,79.98,11.447,77.294,4546.14,26.518,138.582
1532,303.368,35.947,7.366,4.527,100.35,6.02,0.221,4.527,0.797,0.027,6.02,6.44,0.221,4.663,33.539,1921.954,183.073,1529.548,1192.888,80.179,8.262,77.372,4527.505,26.426,138.534
1533,340.619,45.386,6.33,4.673,102.691,6.046,0.281,4.673,0.755,0.024,6.046,6.709,0.281,4.542,34.011,1920.392,169.912,1529.286,1189.49,80.521,6.317,77.5,4513.075,26.322,138.491
1534,376.267,32.761,6.097,4.823,110.068,5.727,0.335,4.823,0.715,0.021,5.727,7.627,0.335,4.339,34.598,1919.004,157.391,1529.289,1185.36,80.868,5.187,77.699,4499.222,26.506,137.981
1535,457.164,48.683,6.929,4.814,118.746,5.512,0.387,4.814,0.691,0.021,5.512,8.088,0.387,4.216,35.336,1918.291,148.796,1527.51,1181.408,80.968,5.717,77.845,4487.913,25.9,138.642
1536,444.12,48.785,9.583,4.639,115.682,6.583,0.425,4.639,0.693,0.026,6.583,7.599,0.425,4.252,36.027,1918.806,148.071,1524.39,1178.999,80.883,7.466,77.922,4484.248,24.196,140.973
1537,449.605,44.843,7.713,4.545,121.329,8.128,0.416,4.545,0.702,0.029,8.128,7.188,0.416,4.32,36.462,1919.651,150.311,1522.249,1177.681,81.105,8.297,78.045,4485.334,22.798,142.928
1538,535.638,50.982,9.578,4.356,133.843,9.927,0.505,4.356,0.726,0.041,9.927,6.639,0.505,4.451,36.682,1921.011,155.798,1520.354,1176.703,81.281,10.102,78.16,4490.307,21.32,145.076
1539,554.603,49.424,7.575,4.286,124.494,11.602,0.481,4.286,0.754,0.048,11.602,6.442,0.481,4.523,36.77,1922.904,163.765,1520.515,1176.651,81.791,11.028,78.328,4500.59,20.477,146.355
1540,633.868,55.286,8.201,4.17,134.714,12.967,0.533,4.17,0.782,0.057,12.967,6.476,0.533,4.554,36.913,1925.211,172.387,1521.631,1177.051,82.136,12.702,78.512,4512.807,19.722,147.479
1541,521.339,55.483,7.294,3.906,123.953,15.498,0.693,3.906,0.84,0.079,15.498,5.843,0.693,4.719,36.95,1928.93,188.757,1523.311,1178.284,82.215,16.912,78.636,4534.159,18.221,149.751
1542,537.1,51.931,7.937,3.821,121.055,18.05,0.549,3.821,0.874,0.083,18.05,5.466,0.549,4.865,36.686,1932.13,202.106,1526.644,1180.605,82.813,19.072,78.787,4555.429,17.661,150.718
1543,578.633,42.541,7.814,3.647,121.915,20.056,0.685,3.647,0.928,0.108,20.056,5.041,0.685,5.017,36.295,1935.499,217.455,1530.268,1182.937,83.245,22.034,78.914,4578.51,17.122,151.653
1544,471.282,40.942,8.593,3.421,109.556,21.211,0.882,3.421,1.005,0.144,21.211,4.284,0.882,5.229,35.551,1939.895,241.719,1535.186,1185.489,83.687,27.224,78.992,4611.95,16.205,153.181
1545,557.128,40.163,8.132,3.49,112.247,20.854,0.502,3.49,1.01,0.118,20.854,4.438,0.502,5.366,34.759,1942.76,257.141,1541.699,1189.208,85.117,27.274,79.138,4639.562,16.77,152.524
1546,511.385,32.878,6.437,3.439,108.316,19.941,0.535,3.439,1.023,0.112,19.941,4.631,0.535,5.435,34.418,1945.799,271.349,1548.284,1192.829,85.941,27.681,79.284,4664.679,17.057,152.194
1547,358.104,27.571,5.002,3.329,97.181,18.757,0.542,3.329,1.047,0.111,18.757,4.122,0.542,5.543,33.914,1948.803,289.582,1554.051,1195.905,86.511,29.507,79.35,4691.803,16.864,152.63
1548,348.061,20.68,5.39,3.494,96.941,16.174,0.305,3.494,1.033,0.082,16.174,4.222,0.305,5.563,33.254,1949.097,292.804,1560.433,1199.292,87.482,25.526,79.455,4703.503,18.194,150.728
1549,323.42,25.158,4.802,3.58,100.0,13.127,0.307,3.58,1.011,0.07,13.127,4.46,0.307,5.522,32.949,1948.444,287.523,1566.285,1201.761,88.117,21.288,79.564,4705.631,19.281,149.125
1550,211.566,28.518,5.047,3.832,92.016,10.644,0.235,3.832,0.971,0.046,10.644,5.036,0.235,5.431,32.899,1946.831,273.765,1572.493,1203.476,88.798,15.528,79.714,4699.422,20.654,147.063
1551,178.842,21.425,4.492,4.072,89.152,8.731,0.245,4.072,0.917,0.033,8.731,5.747,0.245,5.263,33.171,1944.127,251.012,1577.484,1202.888,89.406,10.219,79.877,4682.418,22.132,144.787
1552,275.046,24.288,2.679,4.257,96.852,7.009,0.305,4.257,0.867,0.031,7.009,6.067,0.305,5.095,33.555,1941.267,228.239,1580.573,1199.837,89.874,7.364,80.004,4662.433,23.362,142.849
1553,262.281,17.694,4.706,4.24,97.806,6.022,0.395,4.24,0.839,0.034,6.022,5.643,0.395,5.064,33.788,1939.031,214.318,1581.469,1196.131,89.881,7.677,80.051,4647.881,23.378,142.672
1554,204.173,23.159,4.128,4.498,93.136,4.4,0.346,4.498,0.807,0.028,4.4,5.779,0.346,4.977,33.87,1936.409,199.667,1583.237,1192.67,90.215,6.302,80.141,4633.327,23.987,141.655
1555,214.121,37.387,5.01,5.067,92.513,2.283,0.375,5.067,0.751,0.019,2.283,7.141,0.375,4.678,34.259,1933.066,175.832,1586.3,1187.489,90.821,3.723,80.288,4610.386,26.113,138.332
1556,216.121,26.17,5.417,5.011,94.213,2.15,0.478,5.011,0.705,0.02,2.15,7.189,0.478,4.569,34.87,1930.603,158.142,1583.933,1181.684,90.794,5.06,80.192,4588.376,25.86,138.418
1557,240.542,48.675,5.963,4.937,100.901,2.804,0.404,4.937,0.676,0.02,2.804,6.691,0.404,4.555,35.289,1928.33,147.226,1578.864,1177.502,90.9,5.225,80.128,4570.704,25.112,139.327
1558,404.47,38.42,6.758,4.905,114.036,3.822,0.437,4.905,0.649,0.02,3.822,6.865,0.437,4.482,35.535,1925.9,138.407,1574.292,1172.876,91.155,4.883,80.183,4554.508,25.125,139.168
1559,421.55,36.522,6.886,5.124,110.387,3.479,0.44,5.124,0.62,0.016,3.479,8.115,0.44,4.27,35.957,1923.677,129.702,1571.459,1167.953,91.643,3.832,80.373,4539.817,26.067,137.591
1560,436.84,47.882,7.628,4.929,115.863,3.717,0.523,4.929,0.614,0.019,3.717,8.362,0.523,4.211,36.612,1922.708,127.059,1566.127,1163.668,91.584,5.695,80.425,4529.649,25.069,138.811
1561,407.893,51.468,8.731,0.183,114.515,10.353,1.804,0.183,0.704,0.138,10.353,1.528,1.804,5.052,38.878,1923.409,146.41,1552.776,1160.281,89.719,15.014,79.563,4530.33,20.604,145.193
1562,467.384,56.102,8.04,0.135,120.503,16.835,5.843,0.135,0.961,0.433,16.835,0.136,5.843,5.427,37.38,1922.926,165.269,1534.868,1154.839,84.461,33.564,78.858,4519.404,13.811,154.782
1563,541.179,58.996,8.943,0.118,131.767,23.083,12.36,0.118,1.087,0.601,23.083,0.097,12.36,5.698,35.429,1923.147,184.464,1515.824,1148.854,76.595,58.069,78.173,4502.594,7.826,163.242
1564,477.871,52.252,8.83,0.108,120.948,29.54,20.698,0.108,1.207,0.738,29.54,0.08,20.698,5.935,33.495,1924.267,209.301,1498.004,1142.677,66.877,87.283,77.46,4487.397,4.603,167.898
1565,545.676,55.638,9.08,0.103,125.835,34.54,28.26,0.103,1.307,0.866,34.54,0.07,28.26,6.109,31.935,1925.096,231.458,1481.229,1136.659,57.365,116.054,76.754,4470.631,3.369,169.736
1566,499.805,53.837,9.179,0.092,114.48,39.313,36.844,0.092,1.486,1.248,39.313,0.054,36.844,6.295,30.289,1926.756,259.988,1464.786,1129.66,45.437,150.021,76.018,4453.851,2.646,170.947
1567,375.888,52.648,8.039,2.972,110.762,37.171,19.469,2.972,1.138,0.237,37.171,3.364,19.469,6.249,29.408,1928.41,271.56,1473.257,1140.283,57.625,140.39,76.361,4514.725,3.776,169.688
1568,502.559,53.109,6.872,2.95,123.321,36.248,5.669,2.95,1.148,0.22,36.248,3.501,5.669,6.287,29.627,1928.659,284.295,1480.461,1148.348,68.739,130.33,76.456,4567.29,6.836,165.764
1569,398.343,44.81,6.583,3.18,104.907,34.782,0.374,3.18,1.136,0.167,34.782,3.856,0.374,6.127,29.862,1929.423,296.273,1489.272,1157.003,74.934,120.625,76.597,4604.862,12.37,158.214
1570,284.373,37.06,5.322,3.27,97.775,32.284,0.242,3.27,1.1,0.116,32.284,4.06,0.242,6.011,30.2,1928.695,297.769,1496.347,1165.273,76.45,110.342,76.715,4616.817,15.857,153.463
1571,336.056,34.031,5.338,3.393,98.239,28.84,0.169,3.393,1.091,0.1,28.84,4.187,0.169,5.935,30.457,1926.211,290.312,1502.524,1173.436,77.581,96.441,76.823,4616.778,18.371,150.049
1572,230.677,32.988,5.878,3.558,91.099,25.016,0.129,3.558,1.059,0.073,25.016,4.703,0.129,5.76,30.839,1923.581,277.488,1509.107,1181.906,78.415,80.614,76.974,4611.234,20.302,147.284
1573,314.766,19.826,5.997,3.497,98.817,21.846,0.156,3.497,1.032,0.08,21.846,4.455,0.156,5.693,31.217,1920.854,265.187,1512.649,1188.703,78.938,67.608,77.038,4603.015,20.821,146.567
1574,217.768,28.601,5.289,3.522,92.337,18.016,0.161,3.522,1.018,0.078,18.016,4.009,0.161,5.639,31.176,1918.033,259.4,1516.08,1194.73,79.549,56.17,77.079,4600.134,21.112,146.192
1575,211.089,22.822,4.545,3.692,90.726,15.289,0.129,3.692,0.995,0.063,15.289,4.062,0.129,5.521,30.983,1914.553,246.963,1519.195,1200.233,80.269,42.3,77.137,4589.538,22.131,144.704
1576,261.755,20.493,5.11,4.017,98.574,12.105,0.105,4.017,0.958,0.046,12.105,4.856,0.105,5.269,31.107,1910.928,228.458,1523.162,1205.019,81.027,26.423,77.272,4572.867,24.104,141.736
1577,117.43,30.064,3.932,4.117,87.11,9.632,0.143,4.117,0.889,0.035,9.632,5.243,0.143,5.097,31.528,1907.873,212.103,1524.773,1206.7,81.354,16.917,77.367,4556.332,24.608,140.853
1578,227.073,31.975,6.493,4.394,88.196,8.499,0.168,4.394,0.832,0.03,8.499,5.471,0.168,4.932,31.852,1904.747,192.35,1525.404,1205.419,81.873,9.331,77.462,4535.198,25.724,139.137
1579,292.937,23.675,5.245,4.707,99.573,7.025,0.259,4.707,0.762,0.023,7.025,6.624,0.259,4.643,32.345,1901.499,172.952,1526.837,1201.279,82.497,5.301,77.678,4514.713,27.21,136.795
1580,302.129,31.271,5.766,4.84,100.681,5.325,0.344,4.84,0.714,0.019,5.325,7.652,0.344,4.403,33.119,1898.712,157.474,1526.646,1196.065,82.736,4.833,77.87,4496.471,27.413,136.25
1581,260.409,33.907,5.868,5.022,97.407,4.015,0.346,5.022,0.68,0.016,4.015,8.223,0.346,4.245,33.999,1896.145,145.083,1525.162,1191.259,82.967,4.342,78.003,4479.928,27.4,136.027
1582,375.402,31.477,6.214,5.039,111.11,3.586,0.379,5.039,0.656,0.017,3.586,8.15,0.379,4.182,34.863,1893.909,136.168,1521.626,1186.519,83.06,4.789,78.047,4464.746,26.866,136.581
1583,488.627,48.904,8.39,4.742,114.466,4.612,0.458,4.742,0.669,0.028,4.612,6.992,0.458,4.298,35.45,1892.707,137.768,1516.19,1183.253,82.821,7.059,78.013,4458.578,24.75,139.506
1584,393.303,48.822,8.747,4.871,112.754,5.179,0.343,4.871,0.671,0.022,5.179,7.301,0.343,4.244,35.811,1891.473,139.032,1514.645,1181.096,83.268,6.061,78.176,4456.301,24.366,139.931
1585,449.718,42.765,7.556,4.878,119.831,5.23,0.425,4.878,0.653,0.02,5.23,8.261,0.425,4.108,36.358,1890.05,134.939,1512.607,1177.788,83.57,6.052,78.368,4448.365,24.278,139.889
1586,542.791,56.884,8.666,4.455,127.022,7.561,0.572,4.455,0.689,0.036,7.561,7.179,0.572,4.305,36.851,1890.225,142.765,1507.686,1176.184,83.337,9.81,78.382,4451.126,21.736,143.546
1587,530.222,61.656,9.459,4.247,126.26,11.09,0.524,4.247,0.749,0.052,11.09,6.164,0.524,4.528,36.877,1891.163,158.645,1506.626,1176.451,83.665,11.912,78.48,4466.269,20.082,146.036
1588,530.575,51.385,6.826,4.256,119.478,13.507,0.434,4.256,0.767,0.047,13.507,6.494,0.434,4.552,36.874,1891.611,167.598,1508.178,1177.088,84.369,11.669,78.703,4477.741,19.903,146.339
1589,630.767,51.268,6.615,4.021,136.017,15.601,0.632,4.021,0.81,0.068,15.601,6.279,0.632,4.653,37.003,1892.73,178.271,1509.151,1177.701,84.421,14.762,78.86,4490.746,18.855,147.953
1590,493.132,51.538,8.313,3.796,123.64,17.92,0.673,3.796,0.871,0.087,17.92,5.462,0.673,4.872,36.849,1895.116,198.116,1511.946,1179.611,84.541,19.267,78.977,4515.606,17.535,150.029
1591,552.809,55.556,7.441,3.654,121.218,20.306,0.634,3.654,0.926,0.103,20.306,4.904,0.634,5.119,36.28,1896.857,217.305,1515.454,1182.028,85.153,21.76,79.094,4540.666,17.03,150.986
1592,409.112,39.973,7.947,3.46,106.709,22.882,0.75,3.46,0.986,0.124,22.882,4.306,0.75,5.416,35.447,1898.69,239.98,1520.151,1184.475,85.69,25.652,79.185,4570.176,16.534,152.033
1593,285.898,43.719,7.517,3.412,95.254,23.55,0.557,3.412,0.995,0.106,23.55,3.891,0.557,5.59,34.278,1898.264,254.212,1524.658,1187.084,86.872,26.607,79.254,4591.669,16.766,152.08
1594,391.326,42.142,5.33,3.528,103.094,23.575,0.377,3.528,0.988,0.092,23.575,4.038,0.377,5.665,33.271,1895.634,255.413,1529.282,1189.664,88.238,23.075,79.36,4599.133,18.149,150.362
1595,389.566,32.942,5.484,3.524,107.495,22.961,0.414,3.524,0.995,0.093,22.961,4.176,0.414,5.687,32.719,1894.184,261.205,1534.266,1191.596,88.884,21.378,79.473,4609.674,18.945,149.458
1596,284.928,28.897,5.317,3.636,94.63,20.764,0.33,3.636,0.974,0.069,20.764,4.511,0.33,5.661,32.429,1892.623,262.781,1539.828,1193.496,89.515,18.818,79.618,4616.873,19.634,148.606
1597,358.466,22.909,4.16,3.633,106.177,18.197,0.372,3.633,0.965,0.069,18.197,4.455,0.372,5.63,32.258,1890.212,259.791,1543.726,1194.299,89.897,16.985,79.717,4617.236,19.918,148.284
1598,242.995,21.289,5.229,3.696,96.529,15.155,0.353,3.696,0.96,0.063,15.155,4.332,0.353,5.564,31.964,1887.983,259.93,1547.867,1194.48,90.315,15.194,79.806,4619.724,20.434,147.577
1599,251.505,22.372,5.051,3.972,92.073,11.879,0.284,3.972,0.92,0.043,11.879,4.966,0.284,5.382,31.9,1884.824,245.973,1552.749,1194.027,91.02,10.949,79.968,4610.124,21.761,145.625
1600,224.609,17.69,4.644,4.227,93.899,8.846,0.312,4.227,0.868,0.031,8.846,5.958,0.312,5.155,32.29,1881.677,226.108,1557.268,1191.796,91.578,7.681,80.173,4594.221,23.118,143.539
1601,155.294,26.344,4.924,4.209,89.329,7.029,0.389,4.209,0.83,0.03,7.029,5.691,0.389,5.106,32.713,1879.054,210.333,1557.945,1188.368,91.713,7.757,80.235,4578.49,22.923,143.738
1602,286.927,38.703,4.443,4.476,100.556,6.164,0.37,4.476,0.793,0.028,6.164,5.76,0.37,4.992,32.844,1876.033,192.499,1558.903,1184.11,92.319,5.4,80.336,4559.937,24.188,141.899
1603,318.829,33.714,6.322,4.78,105.654,5.043,0.436,4.78,0.741,0.02,5.043,7.166,0.436,4.684,33.32,1872.961,173.733,1561.27,1178.599,92.868,3.876,80.576,4540.831,25.98,139.133
1604,348.109,29.338,6.898,5.118,103.728,3.109,0.515,5.118,0.687,0.015,3.109,9.157,0.515,4.3,34.106,1870.016,153.348,1563.034,1172.298,93.298,3.111,80.833,4519.404,27.508,136.598
1605,378.751,36.349,7.558,5.091,116.493,2.584,0.515,5.091,0.658,0.015,2.584,9.352,0.515,4.171,35.151,1868.252,141.303,1559.842,1167.188,93.291,4.632,80.822,4502.486,26.735,137.402
1606,425.742,39.057,6.941,4.794,117.918,3.561,0.464,4.794,0.659,0.02,3.561,7.961,0.464,4.279,36.08,1867.654,140.362,1553.641,1164.852,93.108,6.823,80.726,4495.113,24.436,140.528
1607,448.508,37.084,6.904,4.928,118.068,3.664,0.363,4.928,0.658,0.019,3.664,7.89,0.363,4.245,36.611,1866.56,138.594,1550.701,1162.669,93.508,5.654,80.82,4488.908,24.304,140.537
1608,509.724,59.392,8.062,4.832,125.605,3.798,0.479,4.832,0.652,0.022,3.798,8.053,0.479,4.189,37.164,1865.805,136.763,1547.477,1159.633,93.587,6.624,80.898,4482.247,23.871,140.973
1609,497.378,39.017,8.385,0.196,116.155,8.964,1.223,0.196,0.687,0.106,8.964,2.05,1.223,4.86,39.961,1865.853,148.372,1537.286,1156.47,92.695,12.674,80.125,4479.857,21.631,144.048
1610,473.645,50.841,8.478,0.131,124.054,15.0,7.135,0.131,1.003,0.488,15.0,0.128,7.135,5.292,38.783,1866.805,169.892,1518.954,1150.898,85.267,36.312,79.403,4468.069,13.641,155.368
1611,558.464,52.937,6.517,0.11,127.866,22.087,16.779,0.11,1.19,0.75,22.087,0.083,16.779,5.658,35.772,1868.297,199.982,1498.934,1143.735,73.634,69.722,78.649,4452.411,6.064,166.272
1612,593.295,49.544,8.639,0.104,129.2,27.999,24.794,0.104,1.296,0.842,27.999,0.072,24.794,5.906,33.659,1869.822,228.934,1482.43,1137.564,63.583,99.916,77.916,4440.899,3.852,169.533
1613,503.262,58.43,8.48,0.095,120.888,33.046,33.781,0.095,1.455,1.147,33.046,0.058,33.781,6.064,31.922,1872.029,257.624,1466.241,1131.001,51.821,133.743,77.187,4425.84,2.884,171.095
1614,528.433,46.875,8.653,0.085,121.048,38.429,42.673,0.085,1.636,1.61,38.429,0.045,42.673,6.183,30.026,1874.227,288.706,1450.805,1123.32,38.179,171.478,76.414,4408.428,2.313,172.219
1615,567.463,42.533,5.705,2.935,122.948,34.806,22.567,2.935,1.238,0.305,34.806,3.623,22.567,6.053,29.353,1876.525,297.021,1462.895,1135.077,52.128,158.448,76.8,4475.318,3.409,171.006
1616,457.319,45.988,7.933,2.969,108.774,31.669,7.839,2.969,1.179,0.221,31.669,4.214,7.839,6.01,30.045,1878.968,308.472,1473.4,1144.321,63.451,148.672,76.971,4533.565,6.007,167.599
1617,574.176,40.461,5.61,2.948,124.873,29.893,0.892,2.948,1.247,0.252,29.893,3.775,0.892,5.983,30.548,1881.346,323.513,1482.347,1152.223,70.502,142.875,77.049,4579.596,10.656,161.383
1618,428.851,25.967,6.287,3.023,111.469,27.36,0.421,3.023,1.261,0.228,27.36,3.584,0.421,5.932,30.575,1884.555,345.198,1493.005,1160.054,72.306,138.979,77.127,4617.207,14.407,156.376
1619,421.305,29.557,5.772,3.064,107.345,23.26,0.323,3.064,1.241,0.188,23.26,3.558,0.323,5.875,30.531,1885.934,355.343,1502.378,1167.873,73.55,132.556,77.195,4640.851,16.426,153.658
1620,358.36,27.508,5.705,3.08,101.763,20.096,0.277,3.08,1.233,0.168,20.096,3.416,0.277,5.865,30.377,1886.57,363.669,1511.113,1175.357,74.539,124.982,77.235,4660.452,17.67,152.012
1621,333.234,38.277,4.836,3.273,100.647,17.41,0.172,3.273,1.202,0.121,17.41,3.837,0.172,5.726,30.332,1885.76,359.468,1520.514,1183.756,75.51,112.062,77.327,4667.542,19.28,149.761
1622,254.451,24.62,4.903,3.321,97.588,16.061,0.16,3.321,1.163,0.098,16.061,4.124,0.16,5.605,30.6,1884.308,346.247,1528.646,1191.858,76.024,98.769,77.411,4664.493,20.113,148.512
1623,185.347,37.195,4.774,3.54,90.333,13.857,0.107,3.54,1.138,0.071,13.857,4.543,0.107,5.462,30.923,1881.731,323.946,1536.468,1200.082,76.64,81.625,77.512,4651.396,21.489,146.465
1624,142.312,19.326,5.683,3.707,89.127,12.165,0.089,3.707,1.1,0.057,12.165,4.997,0.089,5.282,31.406,1878.829,295.104,1542.955,1207.541,77.236,62.663,77.607,4629.959,23.077,144.061
